Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Sankara Rao Vanugu,IND,0,Doctorate,39,Araku + Andhra Pradesh,612528,0,2014
Rammohannaidu Kinjarapu   Winner ,TDP,0,Post Graduate,27,Srikakulam + Andhra Pradesh,84173423,0,2014
Boddepalli Raja Rao,BSP,0,10th Pass,47,Srikakulam + Andhra Pradesh,4877532,0,2014
Jaidev Injarapu,AAP,0,Post Graduate,41,Srikakulam + Andhra Pradesh,680000,0,2014
Kadiyam Jayalakshmi,Pyramid Party of India,0,Graduate,32,Srikakulam + Andhra Pradesh,510000,0,2014
Killi Krupa Rani,INC,0,Graduate Professional,52,Srikakulam + Andhra Pradesh,34705308,556693,2014
Kinjarapu Tejeswara Rao,IND,0,Post Graduate,31,Srikakulam + Andhra Pradesh,640000,0,2014
Paidi Raja Rao,Jai Samaikyandhra Party,0,Graduate,40,Srikakulam + Andhra Pradesh,14090000,1455000,2014
Shanthi Reddy,Yuvajana Sramika Rythu Congress Party,0,12th Pass,45,Srikakulam + Andhra Pradesh,79140770,0,2014
Tota Tejeswara Rao,IND,0,Graduate Professional,36,Srikakulam + Andhra Pradesh,106000,0,2014
Vasudeva Rao Boddu,CPI(ML)L,0,5th Pass,41,Srikakulam + Andhra Pradesh,30000,0,2014
Ashok Gajapathi Raju Pusapati   Winner ,TDP,0,10th Pass,62,Vizianagaram + Andhra Pradesh,39754644,0,2014
Bonu Krishna,BSP, 1 ,12th Pass,50,Vizianagaram + Andhra Pradesh,485000,0,2014
Hari Kishan Kuppili,IND,0,Doctorate,37,Vizianagaram + Andhra Pradesh,860000,0,2014
Jhansi Lakshmi Botcha,INC,0,Doctorate,50,Vizianagaram + Andhra Pradesh,54824574,8849835,2014
Naru Simhadri Naidu,AAP,0,Post Graduate,58,Vizianagaram + Andhra Pradesh,2252790,50000,2014
Prasada Rao Nanda,Pyramid Party of India,0,Post Graduate,42,Vizianagaram + Andhra Pradesh,1281000,0,2014
Tadivaka Ramesh Naidu,Jai Samaikyandhra Party,0,Graduate,44,Vizianagaram + Andhra Pradesh,9100000,2700000,2014
Venkata Swetha Chalapathi Kumara Krishna Rangarao Ravu,Yuvajana Sramika Rythu Congress Party,0,12th Pass,33,Vizianagaram + Andhra Pradesh,138515567,16135804,2014
Yella Rao Siyyadula,IND,0,12th Pass,33,Vizianagaram + Andhra Pradesh,65000,0,2014
Dr. Kambhampati Hari Babu   Winner ,BJP,0,Doctorate,60,Visakhapatnam + Andhra Pradesh,90103580,1854856,2014
Ayala Somayajula Bhavani Sankar Sastry,Indian Christian Secular Party, 1 ,Post Graduate,49,Visakhapatnam + Andhra Pradesh,5882782,1291243,2014
Bolisetti Satyanarayana,INC,0,Graduate,57,Visakhapatnam + Andhra Pradesh,166746916,368001,2014
Brahma Swaroop Kasibhatta,IND,0,Graduate Professional,48,Visakhapatnam + Andhra Pradesh,25254386,2268000,2014
Budda Chandra Sekhar,IND,0,Post Graduate,36,Visakhapatnam + Andhra Pradesh,6370000,0,2014
Dadi Jyothi Bhavani,Pyramid Party of India,0,10th Pass,43,Visakhapatnam + Andhra Pradesh,380000,0,2014
Durga Prasad Guntu,IND,0,Graduate,45,Visakhapatnam + Andhra Pradesh,2587000,200000,2014
Gedela Krishna Rao,IND,0,Post Graduate,60,Visakhapatnam + Andhra Pradesh,658118000,0,2014
Imandi Venkata Kurmarao,BSP,0,Graduate Professional,43,Visakhapatnam + Andhra Pradesh,4032000,400000,2014
Jampana Padmaja,IND,0,Post Graduate,34,Visakhapatnam + Andhra Pradesh,999416,145000,2014
Jolla Taraka Rama Rao,Samaikyandhra Parirakshana Samithi, 2 ,10th Pass,43,Visakhapatnam + Andhra Pradesh,235000,0,2014
Kuna Ramam,AAP,0,Post Graduate,51,Visakhapatnam + Andhra Pradesh,29512350,480000,2014
Kutikuppala Surya Rao,IND,0,Doctorate,60,Visakhapatnam + Andhra Pradesh,53726000,700000,2014
Ronanki Chalapathi Rao,IND,0,10th Pass,60,Visakhapatnam + Andhra Pradesh,4736953,266000,2014
Sabbam Hari,Jai Samaikyandhra Party,0,12th Pass,60,Visakhapatnam + Andhra Pradesh,108270254,824380,2014
Satyanarayan Patnaik Kurada,IND,0,12th Pass,50,Visakhapatnam + Andhra Pradesh,60529,0,2014
Seemakurthi Srinivasa Rao,IND,0,10th Pass,41,Visakhapatnam + Andhra Pradesh,4115000,0,2014
Surapureddy Nagendra Sairam,IND,0,Post Graduate,27,Visakhapatnam + Andhra Pradesh,49000,0,2014
Tanuku Divakar,IND,0,Post Graduate,46,Visakhapatnam + Andhra Pradesh,1152000,700000,2014
Uma Maheswara Rao Areti,IND,0,Post Graduate,33,Visakhapatnam + Andhra Pradesh,248000,0,2014
Vijayamma Yaduguri Sandinti,Yuvajana Sramika Rythu Congress Party,0,10th Pass,58,Visakhapatnam + Andhra Pradesh,21939132,0,2014
Yammanuru Venkata Sreenadh Reddy,IND,0,Others,39,Visakhapatnam + Andhra Pradesh,25520000,0,2014
Muttamsetti Srinivasa Rao   Winner ,TDP, 1 ,Illiterate,47,Anakapalle + Andhra Pradesh,213294327,64899193,2014
Appalaraju Sadaram,IND,0,Graduate,60,Anakapalle + Andhra Pradesh,31500,0,2014
Avss Amarnadh Gudivada,Yuvajana Sramika Rythu Congress Party, 6 ,Graduate Professional,29,Anakapalle + Andhra Pradesh,60211000,1625000,2014
Kondaraju Jampana,Jai Samaikyandhra Party,0,12th Pass,47,Anakapalle + Andhra Pradesh,4121000,0,2014
Sarisa Leela Prasanna Kumari,Pyramid Party of India,0,8th Pass,0,Anakapalle + Andhra Pradesh,370000,0,2014
Smt. Thota Vijaya Lakshmi,INC,0,Post Graduate,44,Anakapalle + Andhra Pradesh,57324010,4098674,2014
Tirupathi Rao Karanam,BSP, 1 ,Graduate Professional,46,Anakapalle + Andhra Pradesh,6151000,0,2014
Vadlamuri Krishna Swaroop,Dalita Bahujana Party,0,Post Graduate,41,Anakapalle + Andhra Pradesh,0,0,2014
Kiren Rijiju   Winner ,BJP,0,Graduate Professional,42,Arunachal West + Arunachal Pradesh,12539868,475000,2014
Gicho Kabak,NCP,0,10th Pass,49,Arunachal West + Arunachal Pradesh,400000,0,2014
Gumjum Haider,AITC,0,Graduate,36,Arunachal West + Arunachal Pradesh,8808016,0,2014
Habung Payeng,AAP,0,Post Graduate,56,Arunachal West + Arunachal Pradesh,14587055,0,2014
Jalley Sonam,PPA,0,10th Pass,33,Arunachal West + Arunachal Pradesh,4680000,0,2014
Subu Kechi,IND, 1 ,Graduate Professional,40,Arunachal West + Arunachal Pradesh,785000,0,2014
Taba Taku,Lok Bharati,0,Graduate,34,Arunachal West + Arunachal Pradesh,6200000,0,2014
Takam Sanjoy,INC,0,Graduate,47,Arunachal West + Arunachal Pradesh,105915042,0,2014
Ninong Ering   Winner ,INC,0,Graduate,55,Arunachal East + Arunachal Pradesh,88065000,0,2014
Tapir Gao,BJP,0,Post Graduate,50,Arunachal East + Arunachal Pradesh,82370000,300000,2014
Wangman Lowangcha,PPA,0,Graduate,54,Arunachal East + Arunachal Pradesh,46162501,0,2014
Radheshyam Biswas   Winner ,AIUDF,0,12th Pass,59,Karimganj + Assam,7068281,0,2014
Goutam Malakar,IND,0,8th Pass,30,Karimganj + Assam,242000,0,2014
Krishna Das,BJP,0,12th Pass,45,Karimganj + Assam,2794334,0,2014
Lalit Mohon Suklabaidya,INC, 2 ,Post Graduate,72,Karimganj + Assam,11328972,0,2014
Mohananda Das,IND,0,10th Pass,50,Karimganj + Assam,600000,0,2014
Pintu Malakar,IND,0,12th Pass,43,Karimganj + Assam,440000,0,2014
Pradip Suklabaidya,IND,0,8th Pass,35,Karimganj + Assam,299847,0,2014
Probash Chandra Sarkar,SUCI(C),0,10th Pass,41,Karimganj + Assam,30000,0,2014
Rabindra Nath Choudhury,AGP,0,Graduate Professional,74,Karimganj + Assam,15546810,0,2014
Rinku Malakar,SP,0,8th Pass,39,Karimganj + Assam,533500,13000,2014
Sabuj Das,IND,0,10th Pass,39,Karimganj + Assam,332000,0,2014
Sajalendu Malakar,IND,0,10th Pass,39,Karimganj + Assam,417000,0,2014
Sanjit Kumar Das,IND,0,10th Pass,39,Karimganj + Assam,640607,0,2014
Sujit Mallick,IND,0,10th Pass,40,Karimganj + Assam,200042,0,2014
Tarun Kumar Das,AAP,0,10th Pass,61,Karimganj + Assam,391000,0,2014
Sushmita Dev   Winner ,INC, 1 ,Post Graduate,41,Silchar + Assam,87495844,12008613,2014
Abdul Mannan Barbhuiya,AAP,0,Graduate,56,Silchar + Assam,1042000,900000,2014
Arunangshu Bhattacharjee,SUCI(C),0,Post Graduate,55,Silchar + Assam,873605,666567,2014
Bijoy Krishna Nath,AGP,0,Graduate,70,Silchar + Assam,11038641,0,2014
Jayanta Mallick,IND, 1 ,Graduate,44,Silchar + Assam,777174,43000,2014
Kabindra Purkayastha,BJP,0,Post Graduate,82,Silchar + Assam,6236945,130502,2014
Kamal Das,IND,0,5th Pass,39,Silchar + Assam,900802,0,2014
Kutub Ahmed Mazumder,AIUDF,0,Graduate,74,Silchar + Assam,1249603,190679,2014
Madhu Sudhan Das,IND,0,12th Pass,48,Silchar + Assam,72053,0,2014
Nilu Mandol,SHS,0,8th Pass,38,Silchar + Assam,283000,0,2014
Nirupam Mandal,IND,0,Graduate Professional,31,Silchar + Assam,25500,0,2014
Rashid Ahmed Laskar,SP,0,12th Pass,28,Silchar + Assam,785000,0,2014
Rejamond Ali Barbhuiya,CPI(M),0,Graduate Professional,52,Silchar + Assam,1164212,0,2014
Shuvadip Datta,IND,0,12th Pass,48,Silchar + Assam,6123000,365707,2014
Sukamal Das,IND,0,8th Pass,28,Silchar + Assam,25000,0,2014
Upendra Chandra Das,IND,0,8th Pass,44,Silchar + Assam,695001,0,2014
Wazid Reja Osmani,AITC,0,Doctorate,35,Silchar + Assam,7384788,0,2014
Biren Singh Engti   Winner ,INC,0,Post Graduate,74,Autonomous District + Assam,35367390,0,2014
Ashweng J. Rengma,JMM,0,10th Pass,56,Autonomous District + Assam,960000,0,2014
Chomang Kro,IND,0,Graduate,48,Autonomous District + Assam,4122196,0,2014
Joy Ram Engleng,BJP,0,10th Pass,54,Autonomous District + Assam,22032158,5096806,2014
Pratima Engheepi,CPI(ML)L,0,Graduate,39,Autonomous District + Assam,469165,365000,2014
Janak Ram   Winner ,BJP, 2 ,Post Graduate,42,Gopalganj + Bihar,10582664,1039000,2014
Anil Kumar,JD(U),0,Graduate,46,Gopalganj + Bihar,11618500,0,2014
Chandra Deep Ram,BSP, 1 ,Post Graduate,30,Gopalganj + Bihar,9220000,0,2014
Dinanath Manjhi,IND, 1 ,Graduate,0,Gopalganj + Bihar,2377269,0,2014
Dr Jyoti Bharti,INC, 3 ,Doctorate,58,Gopalganj + Bihar,16250000,0,2014
Jaleswarnath Ram,Bahujan Mukti Party,0,12th Pass,47,Gopalganj + Bihar,2665022,0,2014
Jitendra Manjhi,CPI(ML)L, 4 ,8th Pass,30,Gopalganj + Bihar,520000,45348,2014
Mudrika Baita,IND,0,Graduate,42,Gopalganj + Bihar,537500,0,2014
Ram Kumar Manjhi,IND,0,Graduate,34,Gopalganj + Bihar,198000,0,2014
Ramashankar Ram,Rashtriya Jan-Jagram Morcha,0,Graduate Professional,48,Gopalganj + Bihar,2910000,0,2014
Satendra Baitha,IND,0,10th Pass,35,Gopalganj + Bihar,696174,0,2014
Sunita Kumar,SP,0,Graduate,46,Gopalganj + Bihar,28013750,2500000,2014
Surendra Paswan,Rashtriya Bahujan Congress Party,0,Post Graduate,33,Gopalganj + Bihar,3540000,200000,2014
Surendra Ram,Bharatiya Ekta Dal,0,Literate,46,Gopalganj + Bihar,1160000,25000,2014
Om Prakash Yadav   Winner ,BJP, 1 ,Graduate,48,Siwan + Bihar,2213023,1956467,2014
Amar Nath Yadav,CPI(ML)L, 8 ,Literate,49,Siwan + Bihar,6357303,89897,2014
Ganesh Ram,BSP, 1 ,Post Graduate,42,Siwan + Bihar,779202,0,2014
Hena Sahab,RJD,0,Graduate,41,Siwan + Bihar,74095721,0,2014
Khalil Miyan Alias Md. Khalil Miyan,GGP,0,Post Graduate,38,Siwan + Bihar,420444,0,2014
Manoj Kr Singh,JD(U), 2 ,12th Pass,45,Siwan + Bihar,99224071,1436515,2014
Nagendra Tiwari,Loktantrik Janata Party (Secular),0,Post Graduate,36,Siwan + Bihar,7140920,535911,2014
Narad Pandit,Jai Prakash Janata Dal,0,8th Pass,41,Siwan + Bihar,9240000,0,2014
Parmanand God,Swatantra Samaj Party,0,12th Pass,44,Siwan + Bihar,315000,0,2014
Parmeshwar Manjhi,Bahujan Mukti Party,0,Graduate,41,Siwan + Bihar,713458,60000,2014
Ram Vinay Ray,Bharatiya Ekta Dal,0,Literate,28,Siwan + Bihar,185000,0,2014
Ranjan Kumar,Bharat Vikas Morcha,0,Graduate,36,Siwan + Bihar,933578,0,2014
Satya Prakash Pandey,AAP,0,Graduate Professional,43,Siwan + Bihar,12231703,7407841,2014
Janardan Singh Sigriwal   Winner ,BJP, 4 ,Graduate,50,Maharajganj + Bihar,4795223,10000,2014
Brinda Pathak,IND,0,Graduate Professional,68,Maharajganj + Bihar,7890000,0,2014
Byas Manjhi,Bahujan Mukti Party,0,Graduate Professional,43,Maharajganj + Bihar,11782000,0,2014
Gopal Prasad,IND,0,Graduate Professional,63,Maharajganj + Bihar,2518000,0,2014
Manoranjan Singh,JD(U), 10 ,8th Pass,54,Maharajganj + Bihar,35183301,2311198,2014
Nagendra Prasad,BSP,0,Post Graduate,49,Maharajganj + Bihar,10969151,245000,2014
Prabhu Nath Singh,RJD, 8 ,12th Pass,61,Maharajganj + Bihar,31380728,127066,2014
Rina Rani,AAP, 1 ,Graduate,40,Maharajganj + Bihar,17836000,0,2014
Shiv Nath Mahto,IND, 2 ,Literate,57,Maharajganj + Bihar,2523555,13741,2014
Umashankar Tiwari,IND,0,Graduate Professional,38,Maharajganj + Bihar,961700,25000,2014
Rajiv Pratap Rudy   Winner ,BJP, 1 ,Post Graduate,53,Saran + Bihar,62545997,1008658,2014
Bal Mukund Chauhan,BSP,0,Graduate Professional,46,Saran + Bihar,4937691,43248,2014
Chandan Kumar Alias Chandan Gupta,Bihar Janta Party, 4 ,Post Graduate,34,Saran + Bihar,2800179,1516000,2014
Lalan Prasad,IND,0,10th Pass,62,Saran + Bihar,411000,500000,2014
Lalu Rai,IND, 1 ,12th Pass,39,Saran + Bihar,6155000,100000,2014
Niraj Ram,Bahujan Mukti Party,0,Literate,29,Saran + Bihar,135000,7500,2014
Parmatama Singh,AAP,0,10th Pass,60,Saran + Bihar,14462242,1041900,2014
Rabri Devi,RJD, 4 ,8th Pass,61,Saran + Bihar,75381900,13000000,2014
Rajesh Kumar,Bharatiya Ekta Dal,0,12th Pass,33,Saran + Bihar,1172198,0,2014
Ranjan Kumar,Jai Maha Bharath Party, 3 ,12th Pass,27,Saran + Bihar,869000,0,2014
Saleem Perwez,JD(U),0,Graduate,53,Saran + Bihar,64920000,102837,2014
Raj Kumar Singh   Winner ,BJP,0,Graduate Professional,61,Arrah + Bihar,50403293,0,2014
Ashok Ram,IND,0,12th Pass,41,Arrah + Bihar,71051,0,2014
Baijnath Yadav,Bahujan Mukti Party,0,5th Pass,49,Arrah + Bihar,6060167,350000,2014
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,40,Arrah + Bihar,1757000,0,2014
Dr. Surendra Kumar Prasad,AAP,0,Post Graduate,59,Arrah + Bihar,12314344,0,2014
Gopal Singh,IND,0,10th Pass,73,Arrah + Bihar,2410664,0,2014
Meena,JD(U),0,Graduate,49,Arrah + Bihar,90737486,6915766,2014
Raju Yadav,CPI(ML)L, 1 ,Post Graduate,31,Arrah + Bihar,491000,0,2014
Ramesh Chandra Badal,BSP, 1 ,Literate,59,Arrah + Bihar,726000,0,2014
Shambhu Prasad Sharma,Hindustan Vikas Dal,0,Graduate Professional,61,Arrah + Bihar,300000,0,2014
Shankar Dayal Paswan,IND, 4 ,Others,49,Arrah + Bihar,1525000,2500,2014
Sri Bhagwan Singh Kushwaha,RJD, 1 ,10th Pass,48,Arrah + Bihar,7973528,2039416,2014
Ashwini Kumar Choubey   Winner ,BJP,0,Graduate,61,Buxar + Bihar,22100499,1923552,2014
Dadan Yadav,BSP, 22 ,10th Pass,50,Buxar + Bihar,26250000,103594500,2014
Indu Singh,CPI(ML)L,0,Graduate Professional,36,Buxar + Bihar,10215879,0,2014
Jagadanand Singh,RJD,0,Graduate Professional,70,Buxar + Bihar,20142620,0,2014
Lallan Rup Narayan Pathak,IND,0,Doctorate,70,Buxar + Bihar,7750000,0,2014
Mokaram Hussain,Suheldev Bhartiya Samaj Party,0,10th Pass,62,Buxar + Bihar,2115487,0,2014
Monibur Rahman,Janta Dal Rashtravadi,0,12th Pass,44,Buxar + Bihar,3130000,0,2014
Narendra Pratap Singh,IND,0,Post Graduate,33,Buxar + Bihar,7294224,0,2014
Pradeep Kumar Prasad,Pragatisheel Manav Samaj Party,0,10th Pass,34,Buxar + Bihar,1994000,0,2014
Prashuram Prasad,Bahujan Mukti Party, 1 ,12th Pass,35,Buxar + Bihar,460000,0,2014
Rajendra Kumar Singh Chauhan,Bharat Vikas Morcha,0,Literate,48,Buxar + Bihar,35000,0,2014
Sheo Gopal Chaudhry,IND,0,Graduate,74,Buxar + Bihar,1010000,0,2014
Shweta Pathak,AAP,0,Graduate,30,Buxar + Bihar,6953992,0,2014
Shyam Lal Singh Kushwaha,JD(U),0,10th Pass,59,Buxar + Bihar,81811000,1932000,2014
Taphir Husain,Hindustan Vikas Dal,0,5th Pass,48,Buxar + Bihar,310000,0,2014
Chhedi Paswan   Winner ,BJP,0,Post Graduate,58,Sasaram + Bihar,35776803,275000,2014
Baleshwar Bharti,BSP,0,10th Pass,58,Sasaram + Bihar,273200,0,2014
Geeta Arya,AAP,0,8th Pass,47,Sasaram + Bihar,18756436,0,2014
Karra Parasu Ramaiah,JD(U), 1 ,Doctorate,59,Sasaram + Bihar,24500404,1672000,2014
Meira Kumar,INC,0,Post Graduate,68,Sasaram + Bihar,384751309,0,2014
Nand Lal Ram,IND,0,8th Pass,37,Sasaram + Bihar,688000,0,2014
Raj Narain Rao,IND,0,12th Pass,77,Sasaram + Bihar,558000,100,2014
Ravikant Chaudhary,IND,0,10th Pass,32,Sasaram + Bihar,225500,0,2014
Saroj Ram,Bahujan Mukti Party,0,Graduate Professional,54,Sasaram + Bihar,2255786,80350,2014
Surendra Ram,IND,0,5th Pass,39,Sasaram + Bihar,9289000,200000,2014
Tetari Devi,CPI(ML)L,0,Literate,39,Sasaram + Bihar,2138858,0,2014
Upendra Kushwaha   Winner ,Rashtriya Lok Samta Party, 4 ,Post Graduate,51,Karakat + Bihar,24829741,823834,2014
Bhairaw Dayal Singh,IND,0,Post Graduate,70,Karakat + Bihar,16847000,0,2014
Dinesh Kumar,Bahujan Mukti Party, 1 ,Doctorate,34,Karakat + Bihar,478500,0,2014
Ghulam Kundanam,AAP, 1 ,Graduate Professional,43,Karakat + Bihar,623000,280800,2014
Imran Ali,IND,0,Graduate,27,Karakat + Bihar,7845,0,2014
Kanti Singh,RJD, 4 ,Graduate,59,Karakat + Bihar,60390021,337826,2014
Mahabali Singh,JD(U), 5 ,8th Pass,59,Karakat + Bihar,33437255,0,2014
Md. Dilbas Ansari,IND,0,Post Graduate,62,Karakat + Bihar,70000,0,2014
Pradeep Kumar Joshi,Rashtra Sewa Dal, 21 ,12th Pass,45,Karakat + Bihar,11721162,11908841,2014
Raja Ram Singh,CPI(ML)L, 4 ,Graduate Professional,58,Karakat + Bihar,6796970,0,2014
Rajani Dubey,Akhil Bharatiya Jan Sangh,0,Graduate,41,Karakat + Bihar,8324677,0,2014
Ram Dayal Singh,IND,0,Graduate,59,Karakat + Bihar,3256600,0,2014
Sanjay Kewat,BSP,0,Graduate,29,Karakat + Bihar,1997000,0,2014
Satya Narayan Singh,IND,0,Graduate,51,Karakat + Bihar,19450824,2396194,2014
Veena Bharti,Janvadi Party(Socialist),0,8th Pass,38,Karakat + Bihar,729000,0,2014
Dr. Arun Kumar   Winner ,Rashtriya Lok Samta Party, 1 ,Doctorate,55,Jahanabad + Bihar,38846631,1000000,2014
Anil Kumar Sharma,JD(U), 1 ,Doctorate,50,Jahanabad + Bihar,8498803720,1095393904,2014
Arjun Thakur,IND,0,Post Graduate,52,Jahanabad + Bihar,1212500,0,2014
Chandrabhushan Sharma,AAP,0,Doctorate,64,Jahanabad + Bihar,7877980,0,2014
Mananjay Kumar,IND,0,Graduate,31,Jahanabad + Bihar,3527000,0,2014
Manju Devi,Krantikari Vikas Dal, 1 ,Literate,51,Jahanabad + Bihar,1110000,0,2014
Md. Istiyak,AITC, 2 ,Graduate Professional,49,Jahanabad + Bihar,9481904,0,2014
Narendar Kumar,SHS,0,Graduate,34,Jahanabad + Bihar,311800,0,2014
Nityanand Singh,IND, 2 ,Literate,39,Jahanabad + Bihar,1392245,2000000,2014
Prashuram Bind,Bahujan Mukti Party,0,Graduate,72,Jahanabad + Bihar,2636206,0,2014
Rahul Ranjan,JMM,0,Graduate,27,Jahanabad + Bihar,3431000,0,2014
Ramadhar Chaudhary,CPI(ML)L, 3 ,10th Pass,58,Jahanabad + Bihar,577037,0,2014
Ravindra Kumar,BSP, 1 ,Graduate,40,Jahanabad + Bihar,1252000,0,2014
Suday Yadav,IND,0,10th Pass,26,Jahanabad + Bihar,4495000,0,2014
Surendra Prasad Yadav,RJD, 3 ,Not Given,56,Jahanabad + Bihar,49462901,1022720,2014
Sushil Kumar Singh   Winner ,BJP, 5 ,Post Graduate,48,Aurangabad + Bihar,127845854,7321626,2014
Bagi Kumar Verma,JD(U),0,Graduate,61,Aurangabad + Bihar,32766379,1600000,2014
Durga Thakur,IND,0,10th Pass,55,Aurangabad + Bihar,730000,0,2014
Nikhil Kumar,INC,0,Post Graduate,72,Aurangabad + Bihar,297302441,0,2014
Ragini Lata Singh,AAP,0,Post Graduate,49,Aurangabad + Bihar,14532000,183755,2014
Rakesh Sharma,IND,0,Doctorate,42,Aurangabad + Bihar,12693861,828288,2014
Ramji Singh,IND,0,Post Graduate,45,Aurangabad + Bihar,1310000,50000,2014
Rita Devi,SP,0,10th Pass,43,Aurangabad + Bihar,5136715,800000,2014
Santosh Kumar,BSP, 2 ,Graduate,45,Aurangabad + Bihar,130000,0,2014
Somaru Paswan,IND,0,Literate,58,Aurangabad + Bihar,3269500,0,2014
Upendra Nath,Bahujan Mukti Party, 1 ,Post Graduate,46,Aurangabad + Bihar,9228000,0,2014
Usha Sharan,Shoshit Samaj Dal, 1 ,Literate,43,Aurangabad + Bihar,3900000,1000,2014
Vijeet Kumar,IND,0,Graduate,29,Aurangabad + Bihar,400000,0,2014
Hari Manjhi   Winner ,BJP, 1 ,8th Pass,51,Gaya + Bihar,10184120,2000000,2014
Ashok Kumar,JMM,0,Post Graduate,0,Gaya + Bihar,1843000,0,2014
Bhuneswar Das,Rashtriya Ahinsa Manch,0,Literate,50,Gaya + Bihar,1829000,0,2014
Dev Kumar Choudhary,IND,0,Graduate Professional,39,Gaya + Bihar,5087170,800000,2014
Dhananjay Kishore,AAP,0,Graduate Professional,38,Gaya + Bihar,6509560,6102,2014
Indra Deo Choudhary,Bahujan Mukti Party,0,10th Pass,40,Gaya + Bihar,507000,10000,2014
Jitan Ram Manjhi,JD(U),0,Graduate,68,Gaya + Bihar,2360142,13109,2014
Kapil Choudhary,AITC,0,12th Pass,44,Gaya + Bihar,1606000,0,2014
Mamta Kumari,SP,0,12th Pass,33,Gaya + Bihar,4195976,5454,2014
Niranjan Kumar,CPI(ML)L, 2 ,Graduate,40,Gaya + Bihar,140000,1384,2014
Ramji Manjhi,RJD,0,Graduate,54,Gaya + Bihar,11115000,0,2014
Shiv Kumar Kant,BSP,0,Graduate,64,Gaya + Bihar,5232500,200000,2014
Shiv Shankar Kumar,Bharat Bhrashtachar Mitao Party,0,Graduate,38,Gaya + Bihar,1067800,0,2014
Giriraj Singh   Winner ,BJP, 1 ,Graduate,61,Nawada + Bihar,50054771,0,2014
 Kaushal Yadav,JD(U), 8 ,Post Graduate,44,Nawada + Bihar,154566136,2604969,2014
Aditya Narayan,IND,0,Graduate,32,Nawada + Bihar,15770000,0,2014
Ajad Geeta Prasad Sharma,IND,0,12th Pass,48,Nawada + Bihar,7080000,0,2014
Ashok Kumar,Rajnaitik Vikalp Party, 1 ,Literate,37,Nawada + Bihar,3116000,0,2014
Manish Kumar,IND, 2 ,Graduate,40,Nawada + Bihar,1798755,428000,2014
Mohammad Jahid Husain,AITC,0,Graduate,42,Nawada + Bihar,1657448,0,2014
Parmendra Kumar Yadav,Bharatiya Ekta Dal,0,12th Pass,34,Nawada + Bihar,1030800,0,2014
Rajballabh Prasad,RJD, 3 ,10th Pass,52,Nawada + Bihar,83137973,1387290,2014
Rajendra Singh,AAP,0,Graduate Professional,58,Nawada + Bihar,1455858,858745,2014
Safdar Ismail,IND,0,Graduate Professional,36,Nawada + Bihar,8605000,25000,2014
Satish Kumar,IND,0,10th Pass,50,Nawada + Bihar,11610000,0,2014
Sohail Anwer,BSP,0,Literate,48,Nawada + Bihar,415000,85000,2014
Sulochana Devi,IND,0,Literate,39,Nawada + Bihar,7275000,800000,2014
Surendra Rajvanshi,SP,0,Graduate,35,Nawada + Bihar,3385189,0,2014
Umakant Rahi,Shoshit Samaj Dal,0,Post Graduate,42,Nawada + Bihar,2610034,0,2014
Vijay Ram,Moolniwasi Samaj Party, 1 ,10th Pass,42,Nawada + Bihar,221500,0,2014
Chirag Kumar Paswan   Winner ,LJP,0,12th Pass,32,Jamui + Bihar,10414470,4458954,2014
Binod Kumar Das,AAP, 1 ,12th Pass,34,Jamui + Bihar,252600,0,2014
Brahmadav Anand Paswan,BSP,0,12th Pass,58,Jamui + Bihar,9493973,175000,2014
Dilip Paswan,IND,0,10th Pass,30,Jamui + Bihar,1531232,0,2014
