,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_salaries
1492,Quest Global,Senior Data Engineer,8,20.3L,17.0L,24.0L,4
1493,TCS,Machine Learning Engineer,1,5.8L,4.0L,9.3L,193
1494,Quantiphi Analytics Solutions,Machine Learning Engineer,1,11.2L,7.4L,15.0L,174
1495,Accenture,Machine Learning Engineer,2,9.9L,5.4L,15.2L,61
1496,Wipro,Machine Learning Engineer,1,5.9L,3.5L,13.0L,45
1497,Tiger Analytics,Machine Learning Engineer,0,13.6L,9.0L,22.0L,37
1498,Capgemini,Machine Learning Engineer,2,6.3L,4.5L,12.1L,29
1499,Infosys,Machine Learning Engineer,2,6.7L,4.3L,14.7L,28
1500,Cognizant,Machine Learning Engineer,1,8.0L,4.0L,15.2L,28
1501,HCL Technologies,Machine Learning Engineer,0,8.3L,4.2L,14.0L,21
1502,Tech Mahindra,Machine Learning Engineer,1,7.3L,3.9L,16.2L,20
1503,IBM,Machine Learning Engineer,3,9.3L,4.5L,13.2L,18
1504,Deloitte,Machine Learning Engineer,2,13.7L,8.3L,21.0L,14
1505,Amazon,Machine Learning Engineer,1,12.5L,4.2L,28.5L,13
1506,Qualcomm,Machine Learning Engineer,0,19.4L,12.0L,29.8L,12
1507,OptiSol Business Solutions,Machine Learning Engineer,0,5.6L,3.5L,8.5L,11
1508,Mindtree,Machine Learning Engineer,1,5.3L,3.5L,7.0L,10
1509,Virtusa Consulting Services,Machine Learning Engineer,0,5.1L,4.0L,9.0L,9
1510,Ford Motor,Machine Learning Engineer,2,11.8L,7.5L,16.0L,9
1511,Samsung Research,Machine Learning Engineer,1,17.4L,11.0L,25.0L,9
1512,DXC Technology,Machine Learning Engineer,2,7.3L,4.0L,11.0L,8
1513,UST,Machine Learning Engineer,2,6.7L,5.0L,9.0L,8
1514,Reliance jio,Machine Learning Engineer,2,9.2L,5.5L,15.0L,8
1515,Straive,Machine Learning Engineer,3,9.3L,4.5L,13.5L,8
1516,e-Zest,Machine Learning Engineer,0,4.5L,2.1L,7.0L,7
1517,Trantor,Machine Learning Engineer,1,9.4L,7.0L,16.5L,7
1518,JP Morgan Chase,Machine Learning Engineer,3,16.9L,13.0L,22.0L,7
1519,Freelancer.com,Machine Learning Engineer,0,5.1L,2.0L,8.4L,7
1520,Jio Platforms,Machine Learning Engineer,0,10.9L,6.7L,16.8L,7
1521,Monsoon CreditTech,Machine Learning Engineer,0,9.6L,7.0L,12.0L,6
1522,L&T Technology Services,Machine Learning Engineer,1,5.3L,4.4L,7.0L,6
1523,Sysark,Machine Learning Engineer,1,3.7L,3.1L,4.5L,6
1524,Lucida Technologies,Machine Learning Engineer,1,3.6L,3.3L,4.3L,6
1525,Ignitarium Technology Solutions,Machine Learning Engineer,0,5.8L,5.0L,7.0L,6
1526,Oracle,Machine Learning Engineer,1,20.7L,20.0L,22.0L,6
1527,Samsung,Machine Learning Engineer,0,16.8L,14.0L,21.5L,6
1528,Sri Ayyan Kendra Vidyalaya International School,Machine Learning Engineer,1,6.1L,2.3L,10.0L,5
1529,Reflections Info Systems,Machine Learning Engineer,1,3.6L,3.0L,4.5L,5
1530,Qualitas Technologies,Machine Learning Engineer,1,4.7L,2.8L,7.0L,5
1531,Allstate,Machine Learning Engineer,5,12.1L,11.2L,13.0L,5
1532,Barclays,Machine Learning Engineer,3,19.4L,9.0L,29.1L,5
1533,Ericsson,Machine Learning Engineer,2,11.9L,6.2L,18.5L,5
1534,Confidential,Machine Learning Engineer,1,7.4L,5.9L,9.0L,5
1535,Taglr Technologies,Machine Learning Engineer,0,6.3L,4.5L,10.0L,5
1536,Takvaviya Analytics,Machine Learning Engineer,1,4.8L,4.2L,5.3L,5
1537,AAIC Technologies,Machine Learning Engineer,0,9.1L,6.0L,14.8L,5
1538,CIMCON Software,Machine Learning Engineer,2,6.6L,3.0L,10.0L,5
1539,Siemens,Machine Learning Engineer,3,11.7L,6.0L,16.0L,5
1540,Fractal Analytics,Machine Learning Engineer,4,19.4L,15.0L,25.0L,5
1541,Metagogy Learning Systems,Machine Learning Engineer,0,3.7L,3.0L,4.2L,5
1542,EEGRAB,Machine Learning Engineer,1,5.1L,3.5L,7.2L,5
1543,Digitalmain,Machine Learning Engineer,1,4.4L,3.0L,5.8L,5
1544,Danaher,Machine Learning Engineer,6,24.8L,24.0L,26.0L,5
1545,Phenom,Machine Learning Engineer,1,12.6L,9.0L,16.0L,5
1546,Orange Business Services,Machine Learning Engineer,5,16.1L,15.0L,18.0L,4
1547,Calsoft,Machine Learning Engineer,1,10.9L,6.0L,25.0L,4
1548,Hewlett-Packard Enterprise,Machine Learning Engineer,2,23.3L,7.0L,40.0L,4
1549,Datamatics Global Services,Machine Learning Engineer,1,5.1L,3.1L,8.0L,4
1550,Techolution,Machine Learning Engineer,4,10.0L,7.0L,14.0L,4
1551,Intel,Machine Learning Engineer,1,14.4L,10.5L,16.1L,4
1552,Accenture,Data Architect,8,24.6L,15.8L,33.0L,55
1553,TCS,Data Architect,8,19.9L,13.0L,30.0L,49
1554,Fiserv,Data Architect,3,11.2L,8.4L,18.4L,47
1555,IBM,Data Architect,10,19.6L,13.5L,29.0L,44
1556,Cognizant,Data Architect,10,19.6L,15.0L,25.5L,42
1557,Wipro,Data Architect,8,20.2L,13.0L,27.5L,29
1558,Globant,Data Architect,4,21.2L,15.5L,32.0L,21
1559,Capgemini,Data Architect,10,22.6L,16.0L,32.0L,19
1560,Tech Mahindra,Data Architect,13,17.3L,11.2L,25.0L,12
1561,HCL Technologies,Data Architect,13,23.1L,16.6L,31.0L,10
1562,UST,Data Architect,9,26.8L,16.0L,45.0L,9
1563,Adobe,Data Architect,9,32.6L,30.0L,37.0L,8
1564,Cgi Group,Data Architect,8,23.9L,17.0L,30.6L,8
1565,Infosys,Data Architect,13,19.8L,11.9L,32.0L,8
1566,JP Morgan Chase,Data Architect,8,35.1L,27.0L,45.0L,8
1567,Genpact,Data Architect,7,26.1L,15.0L,37.0L,7
1568,Ernst & Young,Data Architect,8,23.5L,20.0L,27.7L,6
1569,Deloitte,Data Architect,11,27.6L,21.2L,32.3L,6
1570,PepsiCo,Data Architect,10,33.6L,26.1L,49.0L,6
1571,Anthology,Data Architect,11,25.5L,25.0L,26.3L,6
1572,DXC Technology,Data Architect,14,19.8L,15.5L,24.0L,5
1573,Atos,Data Architect,12,22.8L,17.2L,35.7L,5
1574,ValueLabs,Data Architect,9,22.5L,21.0L,26.7L,5
1575,Barclays,Data Architect,15,30.4L,30.0L,30.7L,5
1576,Ericsson,Data Architect,8,17.5L,12.8L,26.5L,5
1577,Vodafone Idea,Data Architect,10,25.8L,21.3L,30.0L,5
1578,IQVIA,Data Architect,8,28.6L,25.0L,34.0L,5
1579,Amdocs,Data Architect,5,12.5L,9.9L,16.1L,5
1580,Mindtree,Data Architect,10,20.5L,17.5L,23.0L,5
1581,Mphasis,Data Architect,13,20.9L,14.0L,32.0L,5
1582,PwC,Data Architect,8,21.6L,13.0L,32.0L,5
1583,Happiest Minds Technologies,Data Architect,12,27.6L,26.5L,29.0L,4
1584,Shell,Data Architect,14,35.7L,33.6L,38.0L,4
1585,Fidelity International,Data Architect,8,50.6L,23.4L,93.0L,4
1586,Maveric Systems,Data Architect,9,19.0L,19.0L,19.0L,4
1587,Webhelp,Data Architect,5,12.0L,7.5L,18.0L,4
1588,Bajaj Finserv,Data Architect,6,33.1L,19.0L,42.5L,4
1589,GlobalLogic,Data Architect,10,25.5L,22.7L,28.5L,4
1590,L&T Infotech,Data Architect,11,24.8L,20.5L,33.5L,4
1591,Ab Inbev,Data Architect,14,29.8L,26.1L,31.0L,4
1592,Automatic Data Processing,Data Architect,7,36.5L,14.0L,102.0L,4
1593,Brillio,Data Architect,14,28.3L,25.0L,38.0L,4
1594,Whishworks It Consulting,Data Architect,13,29.8L,20.0L,37.0L,4
1595,ITC Infotech India,Data Architect,12,29.0L,19.8L,40.0L,4
1596,IVY Comptech,Data Architect,12,21.8L,17.0L,29.0L,4
1597,Collabera Technologies,Data Architect,8,17.0L,12.0L,23.1L,4
1598,Coforge,Data Architect,7,27.1L,18.5L,39.0L,4
1599,Hitachi,Data Architect,21,40.0L,25.0L,50.0L,3
1600,GE Power,Data Architect,7,16.7L,14.9L,19.0L,3
1601,T-Systems,Data Architect,16,33.3L,33.0L,34.0L,3
